,ctype,intensity,Accuracy,F1Score,AUROC,Specificity,Recall,Precision
0,zoom_blur,1,0.0,0.0,0.0016385302878916264,0.9989989995956421,0.0,0.0
1,zoom_blur,2,0.015625,0.015625,0.0015775137580931187,0.9990146160125732,0.015625,0.015625
2,contrast,1,0.0078125,0.0078125,0.0016278481343761086,0.9990068078041077,0.0078125,0.0078125
3,contrast,2,0.0078125,0.0078125,0.0016104396199807525,0.9990068078041077,0.0078125,0.0078125
