,ctype,intensity,Accuracy,F1Score,AUROC,Specificity,Recall,Precision
0,zoom_blur,1,0.0,0.0,0.0011308883549645543,0.9989989995956421,0.0,0.0
1,zoom_blur,2,0.0,0.0,0.0010827198857441545,0.9989989995956421,0.0,0.0
2,contrast,1,0.0,0.0,0.0011723947245627642,0.9989989995956421,0.0,0.0
3,contrast,2,0.0,0.0,0.0012385302688926458,0.9989989995956421,0.0,0.0
