,ctype,intensity,Accuracy,F1Score,AUROC,Specificity,Recall,Precision
0,zoom_blur,1,0.0,0.0,0.0014118315884843469,0.9989989995956421,0.0,0.0
1,zoom_blur,2,0.0,0.0,0.0014150870265439153,0.9989989995956421,0.0,0.0
2,contrast,1,0.0,0.0,0.0012682417873293161,0.9989989995956421,0.0,0.0
3,contrast,2,0.0,0.0,0.0012309112353250384,0.9989989995956421,0.0,0.0
