,ctype,intensity,Accuracy,F1Score,AUROC,Specificity,Recall,Precision
0,zoom_blur,1,0.0,0.0,0.0009390660561621189,0.9989989995956421,0.0,0.0
1,zoom_blur,2,0.0,0.0,0.000940723461098969,0.9989989995956421,0.0,0.0
2,contrast,1,0.0,0.0,0.0008560165297240019,0.9989989995956421,0.0,0.0
3,contrast,2,0.0,0.0,0.0008727289969101548,0.9989989995956421,0.0,0.0
